Filtering the log data using "process == "DietDailyMobile""
Timestamp                       (process)[PID]    
2025-10-04 19:20:33.450577+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_setup_protocols [C1 Hostname#cee54cab:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] persistent protocol stack, starting
2025-10-04 19:20:33.450589+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] [C1 Hostname#cee54cab:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: flow:start_connect @0.001s
2025-10-04 19:20:33.450603+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C1] reporting state preparing
2025-10-04 19:20:33.450616+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_connect [C1 Hostname#cee54cab:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] connect bottom protocol
2025-10-04 19:20:33.450628+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_start_child [C1 Hostname#cee54cab:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] creating and starting child handler
2025-10-04 19:20:33.450659+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:] nw_endpoint_proxy_handler_should_use_proxy Looking up proxy for hostname: localhost, ifindex: 0
2025-10-04 19:20:33.450676+0800  localhost DietDailyMobile[4028]: (SystemConfiguration) [com.apple.SystemConfiguration:SCPreferences] create <SCPreferences 0x105c0c2f0 [0x1e5963ad0]> {name = SCDynamicStoreCopyProxiesWithOptions, id = /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist, path = /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist}
2025-10-04 19:20:33.450683+0800  localhost DietDailyMobile[4028]: (SystemConfiguration) [com.apple.SystemConfiguration:SCPreferences] SCPreferences() access: /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist, size=0
2025-10-04 19:20:33.450692+0800  localhost DietDailyMobile[4028]: (SystemConfiguration) [com.apple.SystemConfiguration:SCPreferences] release <SCPreferences 0x105c0c2f0 [0x1e5963ad0]> {name = SCDynamicStoreCopyProxiesWithOptions, id = /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist, path = /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist, accessed}
2025-10-04 19:20:33.450761+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] [C1 Hostname#cee54cab:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: flow:start_child @0.001s
2025-10-04 19:20:33.450775+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_handler_start [C1.1 Hostname#cee54cab:8081 initial path ((null))]
2025-10-04 19:20:33.450787+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C1 Hostname#cee54cab:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1 Hostname#cee54cab:8081 initial path ((null))]
2025-10-04 19:20:33.450798+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] [C1.1 Hostname#cee54cab:8081 initial path ((null))] event: path:start @0.001s
2025-10-04 19:20:33.450824+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_handler_path_change [C1.1 Hostname#cee54cab:8081 waiting path (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:20:33.450837+0800  localhost DietDailyMobile[4028]: (libsystem_networkextension.dylib) [com.apple.networkextension:] ne_tracker_check_is_hostname_blocked() proceeding with the in_the_app check for hostname: localhost
2025-10-04 19:20:33.450868+0800  localhost DietDailyMobile[4028]: (CoreFoundation) [com.apple.CFBundle:resources] Resource lookup at CFBundle 0x600003b00540 </Users/gilko/Library/Developer/CoreSimulator/Devices/0C9B8294-89F3-48B8-A497-1282977A6AC8/data/Containers/Bundle/Application/795534A7-FEC9-471D-B16C-3410AC384417/DietDailyMobile.app> (executable, loaded)
	Request       : InfoPlist type: strings
	Result        : None
2025-10-04 19:20:33.450878+0800  localhost DietDailyMobile[4028]: (CoreFoundation) [com.apple.CFBundle:resources] Resource lookup at CFBundle 0x600003b00540 </Users/gilko/Library/Developer/CoreSimulator/Devices/0C9B8294-89F3-48B8-A497-1282977A6AC8/data/Containers/Bundle/Application/795534A7-FEC9-471D-B16C-3410AC384417/DietDailyMobile.app> (executable, loaded)
	Request       : InfoPlist type: stringsdict
	Result        : None
2025-10-04 19:20:33.450884+0800  localhost DietDailyMobile[4028]: (libsystem_networkextension.dylib) [com.apple.networkextension:] ne_tracker_check_is_hostname_blocked(): hostname localhost is not a tracker. Returning: ne_tracker_status_none
2025-10-04 19:20:33.450903+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C1 Hostname#cee54cab:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1 Hostname#cee54cab:8081 waiting path (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:20:33.450917+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] [C1.1 Hostname#cee54cab:8081 waiting path (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: path:satisfied @0.001s, uuid: 84AF2FF2-939C-4AB8-B10F-7B77A642F387
2025-10-04 19:20:33.450931+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:] nw_endpoint_proxy_handler_should_use_proxy Looking up proxy for hostname: localhost, ifindex: 0
2025-10-04 19:20:33.450946+0800  localhost DietDailyMobile[4028]: (SystemConfiguration) [com.apple.SystemConfiguration:SCPreferences] create <SCPreferences 0x105c0c630 [0x1e5963ad0]> {name = SCDynamicStoreCopyProxiesWithOptions, id = /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist, path = /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist}
2025-10-04 19:20:33.450952+0800  localhost DietDailyMobile[4028]: (SystemConfiguration) [com.apple.SystemConfiguration:SCPreferences] SCPreferences() access: /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist, size=0
2025-10-04 19:20:33.450960+0800  localhost DietDailyMobile[4028]: (SystemConfiguration) [com.apple.SystemConfiguration:SCPreferences] release <SCPreferences 0x105c0c630 [0x1e5963ad0]> {name = SCDynamicStoreCopyProxiesWithOptions, id = /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist, path = /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist, accessed}
2025-10-04 19:20:33.451028+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] -[NWConcrete_nw_endpoint_resolver startWithHandler:] [C1.1 Hostname#cee54cab:8081 waiting resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:20:33.451063+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C1 Hostname#cee54cab:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:20:33.451079+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: resolver:start_dns @0.002s
2025-10-04 19:20:33.451428+0800  localhost DietDailyMobile[4028]: (libsystem_networkextension.dylib) [com.apple.networkextension:] ne_tracker_check_is_hostname_blocked() proceeding with the in_the_app check for hostname: localhost
2025-10-04 19:20:33.451459+0800  localhost DietDailyMobile[4028]: (CoreFoundation) [com.apple.CFBundle:resources] Resource lookup at CFBundle 0x600003b00540 </Users/gilko/Library/Developer/CoreSimulator/Devices/0C9B8294-89F3-48B8-A497-1282977A6AC8/data/Containers/Bundle/Application/795534A7-FEC9-471D-B16C-3410AC384417/DietDailyMobile.app> (executable, loaded)
	Request       : InfoPlist type: strings
	Result        : None
2025-10-04 19:20:33.451470+0800  localhost DietDailyMobile[4028]: (CoreFoundation) [com.apple.CFBundle:resources] Resource lookup at CFBundle 0x600003b00540 </Users/gilko/Library/Developer/CoreSimulator/Devices/0C9B8294-89F3-48B8-A497-1282977A6AC8/data/Containers/Bundle/Application/795534A7-FEC9-471D-B16C-3410AC384417/DietDailyMobile.app> (executable, loaded)
	Request       : InfoPlist type: stringsdict
	Result        : None
2025-10-04 19:20:33.451477+0800  localhost DietDailyMobile[4028]: (libsystem_networkextension.dylib) [com.apple.networkextension:] ne_tracker_check_is_hostname_blocked(): hostname localhost is not a tracker. Returning: ne_tracker_status_none
2025-10-04 19:20:33.451612+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_resolver_create_dns_service_locked [C1.1] Starting host resolution Hostname#cee54cab:8081, flags 0xc000d000 proto 0
2025-10-04 19:20:33.451643+0800  localhost DietDailyMobile[4028]: (CFNetwork) [com.apple.CFNetwork:Default] Task <9FB63A63-4063-4584-84FA-690FDF1DE945>.<1> setting up Connection 1
2025-10-04 19:20:33.451655+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:activity] Returning should log: 0 for activity cfnetwork:foreground_task
2025-10-04 19:20:33.451698+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_resolver_host_resolve_callback [C1.1] flags=0x40000003 ifindex=4294967295 error=NoError(0) hostname=localhost. addr=IPv6#432281f3 ttl=1
2025-10-04 19:20:33.451728+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_resolver_host_resolve_callback [C1.1] flags=0x40000002 ifindex=4294967295 error=NoError(0) hostname=localhost. addr=IPv4#cbf1ad88 ttl=1
2025-10-04 19:20:33.452239+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:] sa_dst_compare_rfc6724 Rule 6, prefer d2, d2 precedence 50 > d1 precedence 35
2025-10-04 19:20:33.452261+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:] sa_dst_compare_internal <private>@0 < <private>@0
2025-10-04 19:20:33.452300+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_resolver_update [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] resolver is complete
2025-10-04 19:20:33.452334+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_resolver_update [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] Adding endpoint handler for IPv6#a9792015.8081
2025-10-04 19:20:33.452357+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_resolver_update [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] Adding endpoint handler for IPv4#6614464c:8081
2025-10-04 19:20:33.452373+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_resolver_update [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] Updated endpoint list is (IPv6#a9792015.8081,IPv4#6614464c:8081)
2025-10-04 19:20:33.452385+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C1 Hostname#cee54cab:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:20:33.452398+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: resolver:receive_dns @0.003s
2025-10-04 19:20:33.452424+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_resolver_start_next_child [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] starting child endpoint IPv6#a9792015.8081
2025-10-04 19:20:33.452436+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_handler_start [C1.1.1 IPv6#a9792015.8081 initial path ((null))]
2025-10-04 19:20:33.452447+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_resolver_receive_report [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1.1 IPv6#a9792015.8081 initial path ((null))]
2025-10-04 19:20:33.452459+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C1 Hostname#cee54cab:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1.1 IPv6#a9792015.8081 initial path ((null))]
2025-10-04 19:20:33.452470+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] [C1.1.1 IPv6#a9792015.8081 initial path ((null))] event: path:start @0.003s
2025-10-04 19:20:33.452549+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_handler_path_change [C1.1.1 IPv6#a9792015.8081 waiting path (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:20:33.452563+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_resolver_receive_report [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1.1 IPv6#a9792015.8081 waiting path (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:20:33.452576+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C1 Hostname#cee54cab:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1.1 IPv6#a9792015.8081 waiting path (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:20:33.452589+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] [C1.1.1 IPv6#a9792015.8081 waiting path (satisfied (Path is satisfied), interface: lo0)] event: path:satisfied @0.003s, uuid: 49B66949-F927-4329-BE98-7F669D24A655
2025-10-04 19:20:33.452604+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:] nw_endpoint_proxy_handler_should_use_proxy Looking up proxy for hostname: <nil>, ifindex: 0
2025-10-04 19:20:33.452621+0800  localhost DietDailyMobile[4028]: (SystemConfiguration) [com.apple.SystemConfiguration:SCPreferences] create <SCPreferences 0x10560c080 [0x1e5963ad0]> {name = SCDynamicStoreCopyProxiesWithOptions, id = /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist, path = /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist}
2025-10-04 19:20:33.452628+0800  localhost DietDailyMobile[4028]: (SystemConfiguration) [com.apple.SystemConfiguration:SCPreferences] SCPreferences() access: /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist, size=0
2025-10-04 19:20:33.452636+0800  localhost DietDailyMobile[4028]: (SystemConfiguration) [com.apple.SystemConfiguration:SCPreferences] release <SCPreferences 0x10560c080 [0x1e5963ad0]> {name = SCDynamicStoreCopyProxiesWithOptions, id = /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist, path = /Library/Managed Preferences/mobile/com.apple.SystemConfiguration.plist, accessed}
2025-10-04 19:20:33.452719+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_setup_protocols [C1.1.1 IPv6#a9792015.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] setup flow id 0CF8B8E4-70C0-410C-B137-0A61F4823CF1
2025-10-04 19:20:33.452733+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_attach_protocols [C1.1.1 IPv6#a9792015.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:20:33.452758+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_attach_protocols_block_invoke [C1.1.1 IPv6#a9792015.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] Attached application protocol: CFNetworkConnection-3806742966
2025-10-04 19:20:33.452826+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:] nw_fd_wrapper_create Created <fd_wrapper 11, guarded: false>
2025-10-04 19:20:33.452860+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_attach_protocols [C1.1.1 IPv6#a9792015.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] Attached socket protocol
2025-10-04 19:20:33.452873+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_setup_protocols [C1.1.1 IPv6#a9792015.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] leaf flow starting
2025-10-04 19:20:33.452884+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_resolver_receive_report [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1.1 IPv6#a9792015.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:20:33.452897+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C1 Hostname#cee54cab:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1.1 IPv6#a9792015.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:20:33.452908+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] [C1.1.1 IPv6#a9792015.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:start_connect @0.003s
2025-10-04 19:20:33.452980+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_resolver_start_next_child [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] starting next child endpoint in 100ms
2025-10-04 19:20:33.453076+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C1.1.1:2] Event mask: 0x800
2025-10-04 19:20:33.453091+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C1.1.1:2] Socket received CONNECTED event
2025-10-04 19:20:33.453110+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_socket_setup_notsent_lowat [C1.1.1:2] Set TCP_NOTSENT_LOWAT(16384)
2025-10-04 19:20:33.453176+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_flow_connected [C1.1.1 IPv6#a9792015.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] Transport protocol connected (socket)
2025-10-04 19:20:33.453193+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_resolver_receive_report [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1.1 IPv6#a9792015.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:20:33.453206+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C1 Hostname#cee54cab:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1.1 IPv6#a9792015.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:20:33.453219+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] [C1.1.1 IPv6#a9792015.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:finish_transport @0.004s
2025-10-04 19:20:33.453233+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_resolver_receive_report [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] pushing out endpoint race by 2000ms
2025-10-04 19:20:33.453248+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_flow_connected [C1.1.1 IPv6#a9792015.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] Output protocol connected (CFNetworkConnection-3806742966)
2025-10-04 19:20:33.453276+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_connected_path_change [C1.1.1 IPv6#a9792015.8081 ready socket-flow (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:20:33.453287+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_connected_path_change [C1.1.1 IPv6#a9792015.8081 ready socket-flow (satisfied (Path is satisfied), interface: lo0)] Connected path is satisfied, not viable
2025-10-04 19:20:33.453299+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_resolver_receive_report [C1.1 Hostname#cee54cab:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1.1 IPv6#a9792015.8081 ready socket-flow (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:20:33.453312+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C1 Hostname#cee54cab:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1.1 IPv6#a9792015.8081 ready socket-flow (satisfied (Path is satisfied), interface: lo0)]
2025-10-04 19:20:33.453324+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] [C1.1.1 IPv6#a9792015.8081 ready socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:child_finish_connect @0.004s
2025-10-04 19:20:33.453335+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C1 IPv6#a9792015.8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] connecting endpoint_flow to child's shared protocol
2025-10-04 19:20:33.453346+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_setup_protocols [C1 IPv6#a9792015.8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] already set up
2025-10-04 19:20:33.453356+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_setup_protocols [C1 IPv6#a9792015.8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] child flow connected, starting
2025-10-04 19:20:33.453385+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_setup_protocols [C1 IPv6#a9792015.8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] already started
2025-10-04 19:20:33.453399+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_receive_report [C1 IPv6#a9792015.8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] received child report: [C1.1 Hostname#cee54cab:8081 ready resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:20:33.453412+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] [C1.1 Hostname#cee54cab:8081 ready resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: flow:child_finish_connect @0.004s
2025-10-04 19:20:33.453424+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_handler_cancel [C1.1.2 IPv4#6614464c:8081 initial path ((null))]
2025-10-04 19:20:33.453446+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_flow_connected [C1 IPv6#a9792015.8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] Output protocol connected (endpoint_flow)
2025-10-04 19:20:33.453460+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_connected_path_change [C1 IPv6#a9792015.8081 ready parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)]
2025-10-04 19:20:33.453471+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_endpoint_flow_connected_path_change [C1 IPv6#a9792015.8081 ready parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] Connected path is satisfied, child is not viable
2025-10-04 19:20:33.453502+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] [C1 IPv6#a9792015.8081 ready parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi, LQM: unknown)] event: flow:finish_connect @0.004s
2025-10-04 19:20:33.453534+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_connection_run_pqtls_probe_locked_on_nw_queue [C1] No TLS metadata; not running PQ-TLS probe
2025-10-04 19:20:33.453547+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_connection_run_ech_probe_locked_on_nw_queue [C1] stack doesn't include TLS; not running ECH probe
2025-10-04 19:20:33.453575+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_connection_endpoint_report_on_nw_queue_block_invoke [C1] Connected fallback generation 0
2025-10-04 19:20:33.453585+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_connection_start_candidate_manager_if_needed_locked [C1] Checking whether to start candidate manager
2025-10-04 19:20:33.453594+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_connection_start_candidate_manager_if_needed_locked [C1] Connection does not support multipath, not starting candidate manager
2025-10-04 19:20:33.453605+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C1] reporting state ready
2025-10-04 19:20:33.453653+0800  localhost DietDailyMobile[4028]: (CFNetwork) [com.apple.CFNetwork:Default] Connection 1: connected successfully
2025-10-04 19:20:33.453685+0800  localhost DietDailyMobile[4028]: (CFNetwork) [com.apple.CFNetwork:Default] Connection 1: ready C(N) E(N)
2025-10-04 19:20:33.453695+0800  localhost DietDailyMobile[4028]: (CFNetwork) [com.apple.CFNetwork:Default] Task <9FB63A63-4063-4584-84FA-690FDF1DE945>.<1> done setting up Connection 1
2025-10-04 19:20:33.453703+0800  localhost DietDailyMobile[4028]: (Network) [com.apple.network:activity] Returning should log: 0 for activity cfnetwork:foreground_task
2025-10-04 19:20:33.453745+0800  localhost DietDailyMobile[4028]: (CFNetwork) [com.apple.CFNetwork:Default] Task <9FB63A63-4063-4584-84FA-690FDF1DE945>.<1> now using Connection 1
